filename,filepath,fold,target,src_file,take,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,mfcc13,mfcc_delta_13,mfcc_accelerate_13,mfcc14,mfcc_delta_14,mfcc_accelerate_14,mfcc15,mfcc_delta_15,mfcc_accelerate_15,mfcc16,mfcc_delta_16,mfcc_accelerate_16,mfcc17,mfcc_delta_17,mfcc_accelerate_17,mfcc18,mfcc_delta_18,mfcc_accelerate_18,mfcc19,mfcc_delta_19,mfcc_accelerate_19
1-100038-A-14,/home/tarcidio/analysis-ESC50/audios/audio2/1-100038-A-14.wav,1,14,100038,A,0.30356400101273145,33695,-79.65699,-80.0,1.1305322e-07,-1.5063124e-06,3816.765491881603,-0.081402717682491,0.4312856667056901,0.19614679,0.24033755,0.25488555,0.4788509,0.42724273,0.36709163,0.35371405,0.4080795,0.49279276,0.31279564,0.21233213,0.2066719,135.99917763157896,6317.5526936848955,1.3032275,2202.986802981332,2547.9871388133033,2847.553416541583,-196.49599,-0.022095429,0.03006082,6.303501,0.061099593,-0.02621497,-62.93129,0.041965887,0.018137213,7.9379296,0.11531252,0.042930134,-51.448284,-0.031421203,0.028211748,-24.61018,-0.02335445,0.015657077,-34.36584,-0.12376766,0.05132981,-3.406918,0.08189176,0.064144276,-41.452854,0.008577998,0.026069941,-11.081871,0.012295528,-0.0045802747,-20.72634,0.09568082,0.011117657,-18.533272,0.10701464,0.02023542,-16.48296,-0.20538992,0.036207203,-10.614421,0.057210818,0.029336516,-13.925037,0.04941695,0.008561093,-6.9644337,0.0038060877,-0.00727748,-11.118065,-0.025194203,0.026293442,1.7136184,0.13218229,0.038956597,-8.622952,-0.12895738,0.06379334,11.348335,0.0007187746,-0.00053933373
1-101404-A-34,/home/tarcidio/analysis-ESC50/audios/audio2/1-101404-A-34.wav,1,34,101404,A,0.21537046079282407,23872,-40.548176,-75.52458,2.9167595e-05,-3.610239e-06,4117.674261279402,5.2864059849914025,-7.764425773809368,0.7323744,0.73767483,0.67973095,0.6732907,0.6207198,0.6450009,0.6410582,0.689246,0.70104414,0.6927695,0.6202782,0.6394202,117.45383522727273,7592.148844401042,1.3088049,2929.8385063505025,3237.6169437053372,3484.7359865383273,-490.7199,-0.4045155,-1.0131907,13.9957075,-0.01812987,0.3537366,1.9971275,-0.08464983,0.16147171,20.195995,0.032746084,0.0013184012,-1.6066732,-0.027590154,0.0411233,15.894117,0.05302963,-0.030433742,13.653786,0.031248042,0.017405387,17.096067,0.088439,0.061074965,-5.8062916,0.019327447,0.10308448,9.433762,-0.0599824,-0.030046565,-0.47778976,0.0017198989,0.0012194657,8.321441,0.028245104,0.021888772,1.6358055,0.0129522085,0.012172206,9.717165,-0.057241615,-0.052191287,1.0977697,-0.019105403,0.028383322,6.125937,-0.028864527,0.011484444,0.3942236,-0.062097833,0.024773313,4.858508,0.0057743425,0.015647193,2.4547,-0.032029144,-0.025276445,5.823305,0.009187111,-0.004774246
1-103995-A-30,/home/tarcidio/analysis-ESC50/audios/audio2/1-103995-A-30.wav,1,30,103995,A,0.019156901041666667,624,-28.442713,-26.381395,-0.0005018143,-0.00011693735,716.1773683920401,3.331724877733319,15.753231558014395,0.54730546,0.60884565,0.78781945,0.7571203,0.606316,0.5934127,0.61862093,0.598966,0.42677027,0.4178913,0.44361195,0.47217366,151.99908088235293,1124.39208984375,2.7722714,1331.3986799040088,2147.952813096082,2887.4892486575095,-384.4115,-10.077412,1.1308872,143.8882,-2.9262369,-0.71349835,22.152552,1.0154321,-0.54575527,13.045177,0.5867182,-0.4747414,17.932905,0.30674323,-0.32782254,14.514552,0.0973109,-0.07497856,11.536258,0.31175283,-0.11095877,13.163688,0.04499077,-0.06084943,0.8518544,0.65869296,-0.19037849,10.979024,0.12873289,-0.08831085,5.6605277,0.17259748,-0.16063088,8.846957,-0.19845049,-0.061304815,7.292125,-0.19022176,-0.027462013,10.825085,-0.45473072,0.05676743,5.562321,0.02484904,-0.09694712,7.041161,0.1615717,-0.05818142,8.153835,0.118289836,-0.023795549,13.405085,0.022741832,-0.02439115,8.663764,0.17049219,-0.1282184,9.792469,-0.08313821,-0.056110967
1-104089-A-22,/home/tarcidio/analysis-ESC50/audios/audio2/1-104089-A-22.wav,1,22,104089,A,0.23957881221064814,26624,-58.0098,-78.79917,9.767251e-07,3.530626e-05,3455.556529810589,-5.620893869597991,2.73782764590361,0.7111226,0.6378654,0.63198596,0.621618,0.6356857,0.58875126,0.54699,0.58345985,0.67201066,0.66207427,0.6976306,0.75033724,143.5546875,7051.9744873046875,1.9679167,2732.0037820579623,3131.4462812528686,3480.4595182848902,-89.49142,0.8091778,-0.63026625,38.929314,0.16039933,-0.06377383,-55.905052,-0.16022205,0.11190294,-26.67329,-0.111816235,0.035570815,-24.261583,0.055358443,0.043572903,-8.897016,-0.0122981155,0.056902982,-24.697342,-0.1070478,0.07024624,-5.678608,-0.04309218,0.021054002,-18.43866,-0.024516428,0.03559874,-4.2256985,-0.09851037,0.053160008,-20.546034,-0.009857425,0.028559638,-0.57908976,0.08354618,-0.00937893,-15.311146,0.052803278,0.005628969,0.45339295,0.04861491,-0.008205886,-17.491972,0.04318066,-0.010246985,0.61353713,0.04346974,-0.026326586,-12.851427,0.05098831,0.016226161,0.90591687,0.0071188235,-0.0098602995,-12.1845665,0.049746707,0.018399643,2.1327531,-0.013341403,-0.0061289934
1-110389-A-0,/home/tarcidio/analysis-ESC50/audios/audio2/1-110389-A-0.wav,1,0,110389,A,0.05181640625,713,-38.612267,-57.850887,3.9408536e-05,-1.0100334e-06,1074.5824876244924,2.274818761342973,20.234748034087183,0.6228499,0.8117046,0.7245913,0.6347503,0.5829691,0.60710114,0.62145364,0.61803323,0.50134635,0.4496994,0.46894684,0.5114472,117.45383522727273,1772.1826171875,1.2112508,1530.1455899914686,2287.8231358212106,2973.3078235313506,-400.6311,-16.316795,-5.4036603,89.58467,-6.5287786,0.66947657,-26.992702,1.9927266,1.1937906,-23.728281,2.1034136,0.75491834,-2.4795735,-0.010633996,0.66712594,7.0862684,-0.68124723,0.026738567,-11.6160145,0.98781884,0.32682264,1.832991,0.071350366,-0.20382322,-1.7799553,0.9845001,0.2582785,4.588861,0.79937387,-0.534756,4.373718,0.66287714,-0.4220717,9.091968,-0.14116699,-0.40374324,13.240688,0.32770538,0.16542508,17.953215,-0.31742668,0.0026849115,4.995261,-0.21459454,-0.4150325,3.0152025,-0.29508412,-0.17062065,2.4871519,0.15359068,-0.03434884,8.032476,-0.61669314,-0.069657505,3.7973108,-0.022586996,0.10455238,4.223869,0.45680344,-0.33223256
1-12653-A-15,/home/tarcidio/analysis-ESC50/audios/audio2/1-12653-A-15.wav,1,15,12653,A,0.0850490993923611,9450,-59.36933,-80.0,7.1121866e-07,6.311689e-06,2384.300192229061,4.084764448099934,0.16935801196028907,0.29189828,0.36571354,0.72244793,0.37335554,0.15144883,0.16431081,0.1576658,0.15723445,0.21798593,0.42532954,0.64057463,0.55427885,83.35433467741936,4995.2545166015625,2.3112905,2494.088053011225,3059.3200487239683,3561.495187869185,-348.0617,-0.73647463,-0.63854986,94.307144,-0.036166396,-0.03295338,-4.7161813,0.038177676,0.16600488,1.9379046,0.01680051,0.20026761,2.7631488,-0.003608015,-0.04204518,24.504725,-0.14582592,-0.11248593,7.014814,-0.06584802,0.007026317,7.857232,0.04389312,0.05497611,3.4427135,0.030592766,-0.016358353,3.5884128,-0.011146076,0.008676944,-17.622473,0.041829616,-0.0017718695,-18.002026,0.032520168,0.029567273,-21.880054,0.06079476,0.048105683,1.0716876,-0.025097143,-0.03403064,-3.445613,0.03549958,-0.0062382133,6.1381035,-0.016060922,-0.04394021,-5.501569,0.07068167,0.013216639,-3.5773592,-0.001031168,-0.009406303,-12.745271,0.010647152,0.030923117,-3.4305882,-0.010623115,0.0056059915
1-13613-A-37,/home/tarcidio/analysis-ESC50/audios/audio2/1-13613-A-37.wav,1,37,13613,A,0.35255488642939814,39122,-49.075676,-63.02417,-1.4896139e-06,-1.3211124e-06,3455.8573893418466,-0.497098518882204,-0.31501996638501284,0.04640239,0.18240042,0.753954,0.15626614,0.0711932,0.2471815,0.6742913,0.7307017,0.33246955,0.47015968,0.5120469,0.062300477,112.34714673913044,4814.5151774088545,0.86345255,1632.6287283353197,2023.6516034619426,2371.789713698925,-114.23544,-0.01726275,-0.07341503,33.135796,-0.013947492,0.0064976714,-73.54718,-0.0498842,0.015965581,72.09238,-0.011597054,-0.04978073,-27.711897,-0.03810063,0.021268379,9.422705,-0.044874713,-0.0026735647,-8.39251,0.0016137847,0.014921383,-2.1747825,-0.07044446,-0.00076252,-23.213114,0.0073951306,0.04757417,18.788353,-0.011464987,-0.02263353,-2.935039,-0.055530954,-0.002747367,13.362825,-0.060216717,-0.0520389,-0.8781143,0.055582672,-0.0022682857,26.20199,0.018862536,-0.015537321,-27.274708,-0.0031860825,0.02687814,1.4310247,-0.021544376,-0.00599204,-2.651759,0.017456202,0.018049173,4.38858,0.0007091358,-0.011505377,-3.1236541,0.005760162,0.007310483,5.724491,-0.057512026,-0.018289104
1-14262-A-37,/home/tarcidio/analysis-ESC50/audios/audio2/1-14262-A-37.wav,1,37,14262,A,0.6934995298032407,76894,-39.60603,-79.784325,0.00043434784,1.4071248e-05,5721.907198946102,-14.720453074198026,2.4171902676688473,0.43674195,0.083430186,0.08219208,0.84946847,0.6270448,0.054516025,0.05753867,0.1157711,0.059429653,0.028711947,0.042375352,0.25581688,99.38401442307692,9552.268473307291,0.9441379,3514.142042213626,3722.780571413557,3888.169195385287,-303.0391,-1.9655195,-0.12879418,12.058129,0.33935726,-0.04779187,-37.700123,0.34944978,0.0047523,-32.205215,0.35027173,0.016690945,-12.122127,0.020859854,0.027327564,-16.910524,0.14526556,0.05039366,9.91034,0.067281045,0.06695539,-19.419054,0.015526301,0.021028232,9.404888,0.027279232,0.044144187,5.263299,0.023299834,0.009679913,1.4211075,-0.06652078,0.005677021,19.117601,-0.0002966766,0.010242499,4.239968,-0.00049340393,-0.024819918,-3.101981,-0.073905885,-0.017587828,19.284105,0.0050507654,-0.001989901,4.569843,-0.06647982,-0.013078026,-12.563386,0.03115543,0.0006296999,7.740729,0.008779663,0.004785287,-11.964925,0.023632593,0.019551182,2.151595,-0.06371945,0.0248573
1-155858-D-25,/home/tarcidio/analysis-ESC50/audios/audio2/1-155858-D-25.wav,1,25,155858,D,0.15889033564814814,17637,-35.11386,-80.0,-9.562562e-05,-4.57829e-05,2704.321600363138,-5.103973514417807,3.2454627133737266,0.5287145,0.55478084,0.5745412,0.65209526,0.72706467,0.77156043,0.7531426,0.7143045,0.67637587,0.60191715,0.58706605,0.5740605,112.34714673913044,5713.376871744792,1.9124297,2564.293019357934,3072.3778849420564,3525.6408858867135,-328.99454,1.3807305,-0.4681053,87.658844,0.18679959,-0.16598333,-28.49972,-0.12813474,0.24219704,-9.585479,-0.08352318,0.065527,-12.447828,0.0087917335,-0.095195614,1.4370084,0.06861735,-0.040438753,-18.02848,0.013295728,0.016792271,-5.178867,-0.029097283,0.016862454,-16.420431,-0.08927532,0.025749004,1.1512628,-0.07283231,0.027665297,-10.373833,-0.087162875,-0.011754925,0.9861606,-0.059728198,-0.05738413,-14.339422,-0.038605426,0.02608619,-0.63644093,-0.03987518,0.004763285,-13.108294,-0.041448526,0.026217692,0.8118988,-0.0344959,0.064002715,-11.068868,-0.060193446,0.03603801,0.87852544,-0.0057223076,-0.0042652446,-11.512682,-0.021763623,-0.003460287,0.40977782,0.0014574153,0.017118521
1-15689-B-4,/home/tarcidio/analysis-ESC50/audios/audio2/1-15689-B-4.wav,1,4,15689,B,0.11187970196759259,12420,-39.77197,-69.12161,0.001144197,3.5256955e-05,2949.665537776995,0.3556031367949486,0.6525094012237544,0.8783951,0.85088205,0.62975925,0.5017253,0.39797512,0.37900048,0.368236,0.33536085,0.34832904,0.37599474,0.48816708,0.68576366,107.666015625,6097.3358154296875,1.0788735,2640.5460127551346,3061.0888302709704,3431.685734845834,-398.863,0.04602757,-0.07544947,42.392212,0.03108417,-0.002416852,-28.184351,0.043513544,-0.0014746278,19.344555,-0.00095586426,-0.034228604,19.015257,0.006129534,-0.03937115,18.269947,0.011182731,-0.011168035,1.2626538,0.00935732,0.006574866,23.055746,0.004820453,0.0091837235,11.565154,-0.00019407272,0.024014274,11.612585,0.0044525154,0.02015791,-5.6701956,0.014334087,0.010613861,11.025081,0.014865372,0.010514897,3.9811056,-0.013366701,0.0068469364,5.804997,-0.04692095,0.0013005281,-3.0953844,0.00072903105,-0.005120178,13.619362,0.029899897,0.006866658,3.7400455,0.007972202,0.023537565,1.2399702,-0.0026151517,-0.010543159,-1.2133867,0.016105106,-0.017093752,7.092045,0.047598667,-0.043289375
