filename,filepath,fold,target,src_file,take,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,mfcc13,mfcc_delta_13,mfcc_accelerate_13,mfcc14,mfcc_delta_14,mfcc_accelerate_14,mfcc15,mfcc_delta_15,mfcc_accelerate_15,mfcc16,mfcc_delta_16,mfcc_accelerate_16,mfcc17,mfcc_delta_17,mfcc_accelerate_17,mfcc18,mfcc_delta_18,mfcc_accelerate_18,mfcc19,mfcc_delta_19,mfcc_accelerate_19
1-101296-B-19,/home/tarcidio/analysis-ESC50/audios/audio3/1-101296-B-19.wav,1,19,101296,B,0.048737702546296294,5416,-61.372932,-79.75206,2.5606683e-08,-1.0490498e-05,1312.8579973215662,-5.877950070659722,1.3221829041059796,0.5470463,0.39847755,0.26664978,0.2679865,0.42981052,0.46110767,0.46124682,0.4749035,0.58572245,0.6614904,0.64616233,0.5440103,117.45383522727273,2554.725138346354,0.9537844,1925.8551251483893,2634.810578243697,3257.529817564416,-400.7766,0.26247358,-0.09006993,142.07932,0.2691198,-0.0450182,35.25655,0.147429,-0.019408176,25.585281,0.008287288,0.008208766,-12.530762,-0.11738695,0.015977312,8.829202,-0.13750857,0.009487454,-11.782775,-0.10671917,-0.014250416,5.2734184,-0.06440143,-0.026146058,-2.0046222,-0.042445216,0.02030652,-7.201721,-0.030936139,0.028807892,-9.576893,-0.045242008,0.013421376,3.9801347,-0.020843055,0.017693473,-14.908984,0.038885307,0.018966807,1.0177698,0.04492405,0.029351953,-8.3193,0.038523726,0.02002209,-4.573914,-0.0009853697,0.01208421,-2.1567419,-0.024347708,0.02479115,-4.432028,-0.016271403,-0.001538939,-10.834105,-0.010247707,-0.002932076,1.3209765,-0.00040785802,-0.013077589
1-103999-A-30,/home/tarcidio/analysis-ESC50/audios/audio3/1-103999-A-30.wav,1,30,103999,A,0.020636307565789474,659,-29.91075,-32.0142,-6.765279e-05,-0.00014345991,716.7298383591594,16.95581489508964,15.869633965179386,0.5707045,0.64008343,0.7913617,0.7052491,0.5845436,0.6192098,0.6375989,0.46679828,0.35537207,0.3865333,0.41658217,0.48841286,135.99917763157896,1161.6596422697369,2.2861116,1233.3836451153784,2006.952929588898,2735.510382573101,-464.70078,-10.981449,1.3082659,149.19653,-3.5502274,-0.6266197,15.493928,1.5281368,-0.63010746,2.3757482,0.7461356,-0.39912006,19.303581,0.1729997,-0.25613564,18.912285,0.15628989,-0.08804572,8.692938,0.41184714,-0.23015948,5.5431643,0.3738125,-0.20000416,5.4584312,0.32113576,-0.115980685,15.411735,-0.28709108,0.008495078,5.7948647,0.42467815,-0.18476373,7.5793123,-0.028161032,-0.057267807,8.318055,0.01914694,-0.093619496,13.983805,-0.13455111,-0.06321534,11.643505,-0.14014553,-0.024684709,7.4939065,-0.13905486,0.012810072,4.405,0.08405123,-0.028252276,7.1510262,0.10034695,-0.085935496,9.563258,0.056708265,-0.05108189,9.052514,-0.031989343,-0.006126872
1-104089-B-22,/home/tarcidio/analysis-ESC50/audios/audio3/1-104089-B-22.wav,1,22,104089,B,0.2402708820093458,26389,-58.894756,-79.50396,-1.2300379e-07,-1.6110109e-05,3441.9537285368756,-4.810802150359233,-0.29607387699947857,0.77198863,0.68829066,0.5677798,0.5462531,0.5756555,0.5800926,0.60334164,0.6091948,0.6373171,0.672444,0.6887671,0.7644451,172.265625,6957.488614376461,1.6307782,2707.8543566458857,3110.74804668616,3462.1342182429057,-86.00157,-1.7734174,-1.2502705,40.589024,0.050417017,-0.03851959,-56.492443,-0.05528774,0.05926597,-28.244812,-0.004859586,0.0413421,-19.329403,0.07227863,0.023929683,-4.3568206,0.019145038,-0.010706986,-27.63431,0.09231494,0.057861004,-6.5407186,0.061780732,0.031914707,-18.915161,0.027214255,0.008907163,-3.3624244,0.032572266,-0.021137752,-22.342339,0.07673912,0.08255969,-0.5971106,-0.023099603,0.009488857,-15.210684,0.013465596,0.04761483,0.8056448,0.063889265,0.014048485,-15.122552,0.03632931,0.048479196,0.27403784,-0.027577976,0.0028561882,-13.590268,0.052553777,-0.0008023008,1.8286263,-0.0045034583,-0.037689414,-11.432006,0.061380338,-0.02301422,2.156298,-0.026360705,0.0058075497
1-105224-A-22,/home/tarcidio/analysis-ESC50/audios/audio3/1-105224-A-22.wav,1,22,105224,A,0.1441017433449074,15993,-48.96694,-75.90303,-3.3402015e-05,-2.042446e-05,2137.1505171249682,-1.6633887949862622,0.6288043409807882,0.78890157,0.707029,0.6283524,0.55546844,0.56815004,0.57071126,0.588813,0.62451816,0.63336617,0.6651462,0.69071966,0.7755997,112.34714673913044,3447.954305013021,1.2114373,1790.5496224359488,2398.698763299013,2960.504906694159,-24.317923,-0.2509226,-0.24353501,97.050186,0.116105326,-0.020626707,-88.23478,-0.08514266,0.024457367,-22.269241,-0.097367376,0.07023994,-25.02109,0.044595167,0.024770167,-1.2362564,0.048190743,0.0038842338,-23.05265,-0.05660439,0.0044336803,1.5608826,-0.09520782,-0.00059296243,-14.150963,0.07203277,0.019054506,-3.0590205,0.009105008,0.011302476,-16.682945,-0.0008582649,0.0031277759,-0.69619876,-0.028792523,0.013953737,-13.713805,0.00080696965,-0.010960842,2.6513264,-0.0054510357,-0.013276427,-8.761229,-0.049887385,0.0042614914,4.295786,-0.05154254,-0.014829634,-10.52072,0.013520707,0.021838402,1.8327487,-0.016368866,0.01670746,-7.9255276,-0.010182434,0.04439354,5.2311115,0.000799976,-0.010576955
1-110537-A-22,/home/tarcidio/analysis-ESC50/audios/audio3/1-110537-A-22.wav,1,22,110537,A,0.15889033564814814,17636,-22.334682,-23.71005,-0.0015025825,-0.00015528772,2486.6300229177373,-0.39626669598693165,-0.1960116425490369,0.60121197,0.5483848,0.5294945,0.517596,0.59367406,0.6647079,0.75707865,0.77349275,0.7464757,0.71392655,0.70078844,0.6803901,172.265625,4748.569742838542,0.9988735,2210.93694362622,2777.1287819653903,3276.6543317400738,88.49921,-0.16964157,-0.06280816,88.0897,0.024744943,-0.0069511114,-58.48553,0.023379158,-0.005276104,-5.7564416,-0.00026263573,-0.0041752793,-3.3454854,-0.021130214,-0.007907071,5.764718,-0.012297915,-0.002597344,-27.206787,-0.009402571,0.045641597,8.380041,0.019955864,0.0009562097,-7.5453176,0.006716008,0.012955671,9.9349785,0.015371711,0.003391226,-6.705892,0.021030141,0.045866974,8.604632,0.021531088,0.017141454,-10.838097,-0.002274202,0.021304933,6.8835144,0.036025543,0.0057612327,-6.764504,-4.3408738e-05,0.021373697,10.109513,-0.044144005,0.00977938,-3.5252595,0.016539214,-0.00436602,9.207776,-0.015232488,-0.0068159024,-4.7283106,0.06099982,0.0039676735,8.886348,-0.007291168,-0.0017014333
1-115521-A-19,/home/tarcidio/analysis-ESC50/audios/audio3/1-115521-A-19.wav,1,19,115521,A,0.02136456524884259,2370,-58.5212,-70.000336,-7.0736655e-06,-1.84008e-05,391.2891077347221,-1.2469627950322777,1.2682799839815273,0.6146636,0.6376185,0.6155005,0.6094652,0.58222955,0.57336575,0.55835843,0.56333905,0.5080643,0.49205825,0.5235519,0.58214617,117.45383522727273,680.8878580729166,0.76416063,541.488189903573,1011.2923481112022,1595.1646622557137,-375.39886,-0.5389326,-0.10902061,178.28664,-0.20851126,-0.17740496,51.99605,0.2858369,-0.006297319,2.9905145,0.11722639,0.058279302,18.488272,-0.07267856,-0.049440164,22.283638,-0.03301378,-0.021982566,5.180991,0.06302336,0.0006971757,-2.6333914,0.0023495345,0.008365151,0.29955843,-0.027347652,0.026481234,1.2632903,0.021589972,0.017390274,0.17072523,0.031006802,-0.014044257,-0.08919338,-0.0018156877,-0.0013990604,-1.3389033,0.00060604955,-0.005028397,-3.3042347,-0.0019273129,-0.021212587,-3.2635193,-0.015165563,-0.0076520112,-1.1939636,-0.02253948,0.018012378,0.015304636,-0.00649723,0.019031545,-0.78255,0.012378547,0.012036668,-1.5756296,0.02057273,-0.0063093905,-0.8843019,0.01642656,-0.019529652
1-115545-B-48,/home/tarcidio/analysis-ESC50/audios/audio3/1-115545-B-48.wav,1,48,115545,B,0.057201244212962965,6342,-44.45026,-76.194626,-1.4480875e-06,-1.9811754e-05,1136.7534628681947,0.7590303019155045,0.45941933686708974,0.610399,0.5488857,0.5632936,0.65017825,0.6572341,0.71947354,0.6908458,0.5888071,0.5228417,0.48952413,0.5145772,0.5766373,103.359375,1933.8511149088542,0.8967809,1517.2720084494822,2232.572225277242,2897.1137827760836,-434.8693,-0.070506625,0.01858869,131.6094,-0.06904127,0.021735076,9.628933,-0.009767921,0.004760594,6.2017064,0.022612916,-0.024960088,-1.7820354,0.016567301,-0.05282328,3.8879297,0.0042717713,-0.058502436,-1.914807,0.0070342133,-0.037558574,2.7231703,0.011729743,-0.006043733,-1.0617032,0.002361876,0.017647367,0.7591065,-0.013611807,0.028135141,-0.2706484,-0.021694096,0.028445788,2.8633208,-0.021910211,0.019555094,0.09080731,-0.019271256,0.0023683761,0.5361864,-0.008897968,-0.014549006,-2.0081823,0.011878017,-0.01878841,-1.9891757,0.027993329,-0.007581631,-3.5462787,0.022706492,0.007568315,-1.8682336,0.0034024904,0.012832721,-2.0132,-0.0071551776,0.006653896,1.0834978,-0.002550347,-0.00040477433
1-115546-A-48,/home/tarcidio/analysis-ESC50/audios/audio3/1-115546-A-48.wav,1,48,115546,A,0.03642216435185185,4036,-45.460125,-77.44395,-9.940511e-06,2.6444714e-05,811.2573834655506,0.5053636333245769,0.0769146960017478,0.62441987,0.60614556,0.5480844,0.53328633,0.6086965,0.7010092,0.6521814,0.60991186,0.5854772,0.5191744,0.5299588,0.5784129,129.19921875,1253.4617106119792,0.8450107,1320.1556938187641,2108.956516555688,2835.508748714223,-464.77866,0.14725377,-0.029215327,159.42462,0.067173354,-0.034362063,30.60541,-0.07108802,-0.011464728,-5.5040593,-0.0049578613,0.010119974,4.34285,0.015344646,0.011646988,7.75198,-0.039536808,0.013973399,1.1688492,0.0048642796,0.026782239,-1.9211718,0.057532143,0.023764255,-1.2136915,0.022423817,0.0053852727,-0.25899377,-0.0034353116,0.0023292017,0.76085114,-0.0036876157,0.01884823,1.6949309,-0.027371941,0.03250845,1.577053,-0.032316044,0.030122915,0.53869814,-0.0057336623,0.012478983,-1.2999299,0.0021877652,-0.0102932295,-1.833581,0.0007996394,-0.01716261,-1.1162905,0.00869237,-0.0028480785,-0.54948574,-0.00082514796,0.0042189118,0.031139763,-0.00947517,-0.013413691,0.18574421,0.010509632,-0.030543152
1-115920-B-22,/home/tarcidio/analysis-ESC50/audios/audio3/1-115920-B-22.wav,1,22,115920,B,0.15208604600694445,16868,-23.865683,-33.44557,-0.00019998736,-1.4508933e-07,2728.4603606299647,-8.615918737183101,0.436629976275484,0.7414661,0.64629567,0.5582624,0.53064334,0.51427466,0.50488275,0.44467506,0.48555282,0.5420119,0.60647964,0.68544924,0.76065296,172.265625,5073.760986328125,1.6022182,2314.958386851456,2874.892069803293,3365.8095372226053,-207.67891,-0.6960639,-0.07918121,61.607357,0.35574514,0.0072425823,-71.84686,-0.02520193,0.14312841,-15.46388,0.24851471,0.060488407,-4.6799116,0.008576385,0.018568464,-3.1481593,-0.16668054,-0.01830022,-9.453218,0.064759076,0.041322522,12.273555,0.058240097,-0.06747111,-0.9262931,0.07297879,-0.0011725138,7.2697144,-0.010160482,0.02914571,-9.595687,0.11532472,0.0138725,9.408537,0.022779588,0.0019671808,-6.352555,0.119561,0.09138703,8.858474,0.0096121365,-0.008756984,-3.5089571,0.016993938,-0.018379485,9.693251,0.0173367,0.038117077,-3.7842474,0.009755057,0.021191979,8.303932,-0.031038074,-0.054927044,-4.871759,-0.015758978,0.021640323,6.964693,-0.009512689,-0.025042215
1-116765-A-41,/home/tarcidio/analysis-ESC50/audios/audio3/1-116765-A-41.wav,1,41,116765,A,0.09966362847222222,11061,-66.60897,-79.939705,2.042062e-05,4.3562436e-06,2265.6213145639513,1.0886807539037864,0.3524150639549945,0.5465836,0.38292977,0.26323253,0.35870346,0.50250906,0.53843004,0.4626265,0.5102257,0.3423351,0.21722482,0.38992518,0.51239276,89.10290948275862,4887.8875732421875,0.9435828,2263.746645015793,2745.9986009422378,3201.571592804451,-62.19541,0.93720555,-0.073945224,88.92623,-0.03735793,-0.0068196678,-35.388435,-0.1104479,0.03308244,9.952562,-0.11262614,-0.0075145476,-33.696487,-0.15119247,0.029610574,-0.60581565,-0.033301286,0.009194867,-24.645988,-0.00055922405,0.03840368,5.778344,0.0407996,-0.014459096,-14.460107,0.0035149741,0.028266076,9.641959,0.1680788,-0.011511292,-12.671421,0.06759991,0.018614395,-2.3968349,0.014280252,0.012497776,-13.032127,0.07394782,0.010257571,0.8291046,0.042480778,0.0050900956,-13.27926,0.055147305,0.023308389,-0.7860531,0.03393592,-0.01472569,-18.736263,0.007964589,0.01372523,-8.286798,0.025105095,-0.0027403058,-9.117747,0.056730524,0.028044509,0.874409,0.011727576,0.013692929
