filename,fold,target,src_file,take,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,mfcc13,mfcc_delta_13,mfcc_accelerate_13,mfcc14,mfcc_delta_14,mfcc_accelerate_14,mfcc15,mfcc_delta_15,mfcc_accelerate_15,mfcc16,mfcc_delta_16,mfcc_accelerate_16,mfcc17,mfcc_delta_17,mfcc_accelerate_17,mfcc18,mfcc_delta_18,mfcc_accelerate_18,mfcc19,mfcc_delta_19,mfcc_accelerate_19
/home/tarcidio/analysis-ESC50/audios/audio1/1-52323-A-24.wav,1,24,52323,A,0.11398297155688623,9765,-58.798138,-77.785,1.1241253e-05,2.150644e-05,2458.363380234808,10.764011048104484,11.986130340511405,0.565962,0.45357546,0.39191216,0.3963887,0.353562,0.2935644,0.29933578,0.3813521,0.44805187,0.5294027,0.68055534,0.7096449,89.10290948275862,4995.961007672156,1.6827481,2477.934513020901,3033.8085393287543,3531.058061064681,-438.22394,-3.1735368,-0.4851538,63.92922,-0.35653374,-0.13710201,-8.261711,0.22413114,0.17004888,26.549852,0.007932772,-0.14484914,9.775338,-0.009416336,-0.014742169,-1.1904898,0.04958235,0.04260833,1.8644087,0.091042615,-0.065244615,-7.242105,0.05685489,-0.054603927,-4.6052923,0.120334364,0.0039304346,8.470366,-0.12740415,0.036744323,-13.526081,0.15861674,0.024469562,5.793214,-0.017077258,-0.06597801,6.016066,0.02037116,-0.021605914,1.1955352,-0.038737286,0.007839106,0.972912,0.056937005,-0.016774481,11.6071,0.0045019425,-0.030911917,-8.224012,0.07730054,0.017743539,3.1108267,0.0020140603,0.032283034,-8.716883,0.066670045,0.012480392,1.3877063,-0.055373963,-0.0031515653
/home/tarcidio/analysis-ESC50/audios/audio1/1-72695-A-26.wav,1,26,72695,A,0.17146131727430555,19009,-54.132355,-78.96063,-1.3511297e-05,-1.5691548e-05,3106.8782567930593,6.773321399020262,1.5605252000899144,0.48708767,0.39304584,0.3770325,0.36931503,0.395932,0.4228661,0.5135339,0.59608966,0.6031712,0.56530815,0.57114017,0.53320795,151.99908088235293,6222.996012369792,2.159224,2610.670708870671,3053.360620859227,3441.043526711443,-464.91843,-0.34436113,-0.03414723,45.635628,-0.20183462,-0.0341903,-27.332836,0.06597582,-0.08552049,5.438679,0.06310847,-0.07051457,0.5260391,-0.030375004,-0.045305386,3.4520407,-0.027518846,-0.031900004,6.4950614,-0.014101731,-0.025283389,1.4572746,-0.06499676,-0.00061995897,6.409235,-0.077205904,0.033541683,19.494408,-0.0075651538,0.010912721,-1.5091516,0.086392865,-0.021292338,-0.21150772,0.08121271,-0.015325577,2.1377118,0.038340572,0.027618973,11.278207,0.025598004,0.012104602,2.8614268,0.027126767,-0.014965607,7.3842273,0.0074090604,-0.019160511,0.6017419,-0.035765633,0.010756312,6.145199,-0.05633853,-0.0016030007,1.7405641,0.01298145,-0.017574472,6.544602,0.005930936,0.008001041
/home/tarcidio/analysis-ESC50/audios/audio1/2-102567-B-35.wav,2,35,102567,B,0.16104917173032407,17863,-29.04155,-27.231707,1.5533531e-05,-9.842743e-05,2857.415813590153,3.0998348831426257,-0.6069750188351398,0.46292064,0.40023792,0.53723156,0.42443556,0.5031918,0.47563228,0.66339046,0.8768864,0.79764724,0.73042667,0.53548926,0.52798426,129.19921875,6681.8227132161455,0.96813387,3007.027283093587,3461.1580829211034,3866.4768239546765,-176.08875,-0.11788283,-0.031138817,78.23374,-0.060079187,-0.009591919,8.021887,0.02416027,-0.033153206,30.423244,-0.026380455,-0.018673752,6.559817,-0.020117192,0.032376867,9.686762,0.041090656,0.017968975,-3.5453625,0.04294443,0.03246021,10.392226,-0.008777096,0.0005475945,-8.003914,0.007914564,-0.006348822,11.604804,-0.017573109,-0.025842952,0.105312206,-0.016197808,-0.032312438,-0.25009722,-0.023637768,0.007055117,-0.9207652,-0.062621325,0.01657326,7.4543514,-0.08267198,0.011228486,-5.115132,-0.03870339,0.02392994,7.549291,0.01233695,0.019503413,1.7539406,0.04635449,0.007976009,10.249749,0.012268399,-0.008057644,-1.285612,-0.024908068,-0.023994662,18.471144,-0.020072762,-0.013955049
/home/tarcidio/analysis-ESC50/audios/audio1/3-133977-A-29.wav,3,29,133977,A,0.13300554142441862,2946,-58.250282,-76.84251,-2.7566032e-06,-4.8039997e-06,2500.986162276868,62.23071998358584,36.2649234871802,0.62132686,0.73752594,0.6826566,0.54450667,0.5932826,0.6590928,0.59233207,0.5626455,0.5203524,0.54636645,0.6524154,0.6293567,99.38401442307692,5392.815452398256,0.8526409,2484.8635690021174,2990.2015886030913,3450.485466224867,-399.13376,-12.261659,-3.9830308,97.464325,-2.9920685,-1.8812476,-10.680413,0.33772698,0.3554511,9.063371,-0.46622822,0.17390157,-12.871697,0.23744637,0.35103494,-0.7245979,0.50032663,0.020031946,-9.4667225,0.5341729,0.24403167,3.7066107,0.533954,-0.089056194,-15.322257,0.35017294,0.11224756,-1.841713,-0.041903358,0.08066943,-14.16621,0.052420296,0.29724658,1.6415467,-0.117045656,-0.0057434244,-9.104592,0.21541114,-0.0012240548,2.4808025,-0.051200718,-0.10851083,-6.620911,0.055529352,0.1044117,1.795857,-0.19825722,0.096200414,-5.440256,0.2711215,0.039923254,3.0210521,-0.10335637,0.10343429,-5.4817114,0.16737066,0.08892713,4.0056863,-0.13989376,-0.01681077
/home/tarcidio/analysis-ESC50/audios/audio1/3-157187-A-12.wav,3,12,157187,A,0.03090984901685393,1412,-45.7446,-37.667435,3.6857593e-06,0.00039199923,1571.6030689883337,7.699622488093181,14.794964900962311,0.5361269,0.51272756,0.49970013,0.4788555,0.4842982,0.51413345,0.58254784,0.70894074,0.67238104,0.6427791,0.5984629,0.5846862,135.99917763157896,3720.8891107794943,1.4960396,2496.004358886944,3229.311572299315,3849.8196682624102,-241.06544,-4.491052,-1.0765123,90.749344,-0.7346482,-0.7896717,42.102318,0.034114446,-0.3204452,45.81548,-0.47627583,-0.17061548,22.987503,-0.121939994,-0.12541895,28.707869,-0.08075765,-0.10501282,16.544735,0.010037339,-0.017679192,20.046726,-0.20238954,-0.020519353,6.5468545,-0.010137589,-0.06457833,13.244401,-0.05019237,-0.0491194,1.3906881,-0.08669428,-0.019588025,12.456277,-0.10415408,-0.06298907,-5.185688,0.14862151,-0.046376668,3.3213313,-0.08234627,-0.024545401,-9.287811,-0.02442124,0.045179315,2.004602,-0.08770897,-0.022871945,-10.022496,0.10667996,-0.0028930125,0.59192646,0.013502988,0.025137877,-12.135808,0.10682471,0.04746486,-2.2220101,0.0015752376,0.0035923948
/home/tarcidio/analysis-ESC50/audios/audio1/4-102871-A-42.wav,4,42,102871,A,0.12211326316550926,13556,-54.65891,-77.30723,8.28388e-06,0.00010849697,1816.3431838874833,0.11268491146392225,-0.07134065153501756,0.15689786,0.64684975,0.6109839,0.43904212,0.34407884,0.18675886,0.0585609,0.08717131,0.37783074,0.68480504,0.3911216,0.07643185,143.5546875,3028.704833984375,0.93056345,1542.3400714669751,2046.412180765392,2543.6543337306566,-113.6416,-0.0156061165,-0.02351973,129.06993,0.018879147,0.0011800395,-71.56773,-0.0072506703,0.011736643,14.550634,0.01208659,-0.01729593,-24.810705,0.03329696,0.0069106687,13.187706,-0.0076650446,-0.015827768,-21.789328,-0.0030284503,-0.031331446,4.9715543,0.019641297,-0.03046544,-23.064207,0.036753263,0.01975489,-10.52299,0.031809084,-0.0011729024,-7.50765,0.018551502,0.0033612761,6.805067,0.04005548,0.010446639,0.90507114,-0.017110825,0.004779189,9.2649145,-0.016809095,-0.007388985,-2.0734289,-0.006017577,0.0062010176,3.849147,0.0675536,-0.012441059,-1.3332231,0.041838963,-0.0065578553,9.38003,0.029223213,-0.0066488255,-8.818473,-0.008532073,0.00802263,-17.059378,0.022226825,0.025122918
/home/tarcidio/analysis-ESC50/audios/audio1/4-136381-A-9.wav,4,9,136381,A,0.11494867852393617,5540,-30.982542,-19.791874,-0.00040785392,-4.423979e-05,1906.386316765412,3.356020943249204,1.29272875578567,0.47186965,0.34572646,0.38151434,0.4269686,0.51495445,0.6656272,0.64245915,0.665532,0.6553437,0.6345304,0.7210651,0.62250334,64.599609375,3189.892058676862,1.0008903,1775.3570121087937,2327.6663230619542,2838.9751456638755,-79.464584,-3.2912815,-1.6155252,112.47004,-1.2877293,-0.82186246,-62.384995,0.49826768,0.10535905,9.841572,-0.35651118,-0.13689701,26.315474,-0.2567852,-0.12375861,34.714775,-0.15881713,-0.16003172,-21.915844,0.11613069,0.017295176,28.894705,-0.33458233,0.016965013,-0.66127944,-0.13035032,0.046372917,9.428396,0.013685422,-0.06749175,15.473019,-0.103380166,-0.070133716,4.150604,-0.0058774087,-0.079266414,-4.8072457,-0.016543888,-0.0032911387,19.218355,-0.05182258,-0.004924272,-6.821174,0.049012236,-0.054201648,9.455398,0.028659917,-0.0797529,-1.2660506,-0.046134837,-0.055922944,8.180042,-0.06624976,-0.09391768,-3.1219242,-0.02776752,-0.009306629,1.8337264,0.011371666,-0.0048965537
/home/tarcidio/analysis-ESC50/audios/audio1/4-187769-B-14.wav,4,14,187769,B,0.1817898220486111,20183,-52.880955,-57.93545,3.144357e-07,-9.703007e-05,2293.5533847064403,5.060694373529458,2.680848375212745,0.5822028,0.5977977,0.64388305,0.507423,0.37956178,0.344398,0.35755634,0.39342824,0.4055096,0.41672027,0.43896848,0.5345916,143.5546875,3815.215047200521,1.2721978,1784.5864159236498,2242.9365223859936,2699.523468538121,-258.62787,0.27329537,0.101193994,114.389885,-0.24345896,-0.13072808,-40.319485,0.028591117,0.03942434,49.87167,0.12873013,0.015782595,6.302618,-0.11861024,-0.03773374,7.3968425,-0.055584464,-0.026409045,4.518376,0.18370381,0.07008101,19.439981,-0.10874224,-0.044595543,-7.4360743,-0.051681943,-0.006961646,5.680515,0.11788202,0.02500439,-3.8658555,-0.029186824,0.015344478,7.180776,-0.115846545,-0.046384063,-1.1366081,0.09656392,0.023765812,6.3590736,-0.026240168,-0.008923869,0.9438653,-0.060233712,-0.0047662016,6.720069,0.017005762,-0.03361205,1.2579149,0.006769997,-0.048304494,0.97696614,-0.04853328,-0.020417426,-1.8873248,0.014305371,-0.00972001,6.3902,0.01931814,0.007623436
/home/tarcidio/analysis-ESC50/audios/audio1/4-218199-G-35.wav,4,35,218199,G,0.08086706090856481,8976,-28.021116,-63.61382,-0.00012357121,-0.0006354573,2135.189871541941,0.9699267422135657,-1.0849506585721036,0.15208216,0.25911993,0.52141565,0.47153762,0.7308701,0.6195549,0.67497396,0.78753763,0.63442683,0.3684676,0.17430313,0.14317042,117.45383522727273,4920.0876871744795,1.0627981,2517.6021598862253,3066.854644075781,3575.006716751845,-220.1917,-0.1293434,-0.052571826,102.42729,-0.0010241601,0.012966039,10.7483,0.13717514,-0.037436407,37.688007,-0.07542105,0.013642238,-10.4372,-0.015033912,0.027085269,-1.936082,-0.012984379,-0.0047620097,-13.662874,0.018958505,0.02166085,3.8703268,0.01569688,-0.043539807,-5.3002477,0.06929202,0.04073746,11.452253,0.05272685,-0.011538058,-1.6554902,0.002882986,0.062734835,9.522126,0.015729992,-0.014249032,-16.39116,-0.005696275,0.008664408,11.483874,-0.045183945,-0.0047607464,-2.440796,0.02044756,0.0013300335,0.95088506,-0.07028373,0.0030078357,-17.875713,-0.002973402,-0.007793071,3.30493,0.02907821,0.032638464,-5.0555673,-0.031309877,0.025900614,15.926951,0.013794778,-0.022286858
/home/tarcidio/analysis-ESC50/audios/audio1/5-221567-A-22.wav,5,22,221567,A,0.1664496527777778,16921,-25.948193,-46.012558,-0.00024159795,3.448106e-05,2695.9111494069325,-6.907516229541381,3.448099498112812,0.45103818,0.51913065,0.505305,0.46165234,0.462024,0.5196147,0.51113516,0.60269594,0.7523448,0.66845495,0.59613335,0.48396948,95.703125,5636.261541193182,0.9863529,2356.920036360728,2737.510059295581,3095.2390729514636,-59.230957,-2.3261068,-0.76499146,84.99764,0.13436536,-0.25061646,-32.39421,0.3310036,0.015985278,19.11857,0.009749721,-0.09322103,-13.560004,0.11110828,0.016123665,26.338049,-0.09875617,-0.05452292,-27.553848,0.10291277,0.015418027,12.910487,-0.10923231,-0.020981759,-11.048998,0.02394107,0.007852106,9.0750885,-0.07802862,-0.015227617,-5.3703403,-0.022180855,-0.01790812,5.104703,-0.065808356,-0.016314542,-6.467274,0.027711758,0.018454516,6.172456,0.041546743,-0.022617226,-2.8688977,0.014273542,-0.015289595,7.4948955,-0.10990436,-0.00810125,-3.0929532,-0.011638133,-0.0013291221,8.262454,-0.03680737,0.010564289,-2.073637,0.035925195,0.0328327,4.803266,-0.032308336,-0.0067451796
